danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
0.472,0.142,8,-26.78,1,0.0793,0.991,0.92,0.129,0.384,146.512,85404,4,classical
0.747,0.805,7,-5.15,1,0.0778,0.0338,0,0.057,0.864,159.963,177587,4,rock
0.294,0.0762,8,-26.634,1,0.0512,0.993,0.866,0.0949,0.0776,64.542,380480,5,classical
0.625,0.533,2,-8.662,1,0.0514,0.0208,7.90E-05,0.114,0.685,119.99,143455,4,rock
0.526,0.829,4,-7.842,1,0.0509,0.124,0,0.541,0.272,120.384,257733,4,dance
0.0687,0.0765,5,-19.139,0,0.0518,0.918,0.888,0.1,0.0269,76.359,1648782,3,classical
0.668,0.618,10,-5.505,0,0.0802,0.174,0,0.773,0.684,150.089,69266,4,bollywood
0.948,0.358,1,-8.665,0,0.483,0.0568,0,0.0977,0.557,129.962,183264,4,hip-hop
0.48,0.585,10,-8.31,1,0.274,0.375,0,0.124,0.552,86.875,195278,4,hip-hop
0.24,0.158,5,-21.429,0,0.0324,0.971,0.816,0.115,0.042,68.782,167200,4,classical
0.738,0.536,7,-10.626,0,0.224,0.199,0,0.0876,0.832,82.038,262683,4,dance
0.761,0.615,7,-8.367,1,0.298,0.251,0,0.0856,0.683,93.977,273307,4,hip-hop
0.436,0.135,3,-16.646,0,0.048,0.981,0.877,0.0926,0.0666,91.217,311547,4,classical
0.29,0.468,5,-23.355,0,0.136,0.113,0,0.904,0.189,143.993,333019,3,dance
0.56,0.0932,8,-20.722,1,0.041,0.987,0.924,0.108,0.0658,83.401,102679,3,classical
0.387,0.169,2,-13.622,1,0.0417,0.973,5.69E-05,0.11,0.134,85.64,124333,4,classical
0.806,0.664,7,-4.727,0,0.0729,0.462,0,0.348,0.79,84.997,208980,4,dance
0.513,0.369,0,-2.675,1,0.0515,0.8,0.189,0.0522,0.609,148.432,328630,4,classical
0.748,0.698,6,-6.174,0,0.22,0.0288,0,0.106,0.572,90.029,229613,4,hip-hop
0.968,0.566,1,-6.365,1,0.239,0.32,0,0.145,0.587,120.044,176933,4,dance
0.594,0.897,2,-4.937,1,0.317,0.162,0,0.0498,0.852,84.493,211154,4,hip-hop
0.473,0.329,7,-14.631,1,0.0374,0.869,1.25E-05,0.105,0.69,100.85,98427,4,classical
0.498,0.539,10,-4.155,0,0.0279,0.778,8.62E-05,0.145,0.213,93.939,216344,4,bollywood
0.528,0.887,5,-6.143,0,0.277,0.0243,0,0.237,0.475,156.014,278093,4,hip-hop
0.558,0.609,11,-6.071,1,0.0263,0.619,0,0.172,0.744,147.029,194067,4,rock
0.583,0.888,8,-6.324,1,0.0413,0.00603,0.183,0.0726,0.781,87.913,363468,4,bollywood
0.821,0.834,6,-6.757,0,0.185,0.446,0,0.0582,0.72,92.023,264385,4,hip-hop
0.595,0.602,2,-7.593,1,0.0775,0.00735,0,0.112,0.237,137.097,184365,4,hip-hop
0.728,0.543,2,-9.414,1,0.0688,0.571,0,0.196,0.544,119.981,302817,4,bollywood
0.718,0.672,0,-11.883,1,0.162,0.00188,0.292,0.278,0.962,75.797,165973,4,rock
0.411,0.935,9,-4.494,0,0.0774,0.00404,0,0.303,0.507,178.054,266787,4,rock
0.289,0.0616,8,-25.139,1,0.0366,0.992,0.889,0.108,0.127,73.296,233200,4,classical
0.462,0.0179,2,-30.931,0,0.0453,0.993,0.949,0.0664,0.0388,64.149,250333,4,classical
0.753,0.92,0,-9.854,1,0.0608,0.115,0.941,0.0773,0.857,128.041,337315,4,dance
0.403,0.435,7,-11.734,1,0.0453,0.955,9.21E-06,0.207,0.403,76.596,560573,4,bollywood
0.836,0.743,10,-6.305,0,0.0656,0.0995,0,0.335,0.722,108.966,191822,4,hip-hop
0.419,0.948,5,-3.657,0,0.222,0.00711,0.0138,0.0812,0.545,108.779,261517,3,dance
0.531,0.622,7,-8.865,0,0.0477,0.444,0,0.239,0.381,82.127,169756,4,bollywood
0.567,0.672,2,-4.359,1,0.316,0.0833,0,0.479,0.457,91.79,182920,4,hip-hop
0.317,0.0651,1,-20.776,1,0.0443,0.993,0.000171,0.11,0.0386,83.058,308933,4,classical
0.44,0.727,2,-7.056,1,0.0308,0.00363,0.0013,0.26,0.433,159.965,172753,4,rock
0.271,0.317,5,-8.928,1,0.0428,0.981,0,0.0949,0.188,169.831,173845,3,rock
0.795,0.741,4,-5.528,0,0.318,0.259,1.25E-06,0.68,0.859,93.249,175569,4,hip-hop
0.222,0.0766,5,-23.34,1,0.0733,0.986,0,0.108,0.0342,79.672,122640,3,classical
0.392,0.853,2,-7.1,1,0.0503,0.00436,0.898,0.88,0.363,115.68,297759,4,rock
0.165,0.15,0,-20.044,1,0.0437,0.72,0.92,0.0625,0.148,178.638,628493,3,classical
0.261,0.183,2,-17.942,1,0.0462,0.986,0.188,0.128,0.288,80.924,345120,3,classical
0.51,0.531,5,-7.856,1,0.0306,0.594,0,0.18,0.474,79.997,283314,4,bollywood
0.284,0.258,8,-17.281,1,0.0325,0.883,0.908,0.109,0.0913,103.789,173505,4,classical
0.447,0.0257,2,-31.817,0,0.0677,0.99,0.896,0.0971,0.0927,128.726,378000,3,classical
0.46,0.821,5,-10.624,0,0.0418,0.00066,0.828,0.37,0.158,140.003,509440,4,dance
0.395,0.781,5,-3.928,1,0.0357,0.144,0,0.139,0.731,102.246,3201973,4,bollywood
0.454,0.5,7,-9.123,1,0.0413,0.837,0.000739,0.37,0.852,93.65,216587,4,bollywood
0.575,0.889,8,-3.751,0,0.0976,0.13,0.000765,0.104,0.686,176.01,226429,4,bollywood
0.922,0.717,1,-6.995,1,0.298,0.021,2.80E-05,0.0659,0.655,131.181,152061,4,hip-hop
0.835,0.644,4,-8.991,0,0.345,0.0114,1.78E-06,0.142,0.336,92.939,177874,4,hip-hop
0.257,0.381,0,-12.319,1,0.0532,0.985,0.00137,0.682,0.122,85.118,510173,4,classical
0.488,0.478,10,-7.213,1,0.0291,0.503,0.0148,0.275,0.302,126.182,223760,4,rock
0.393,0.562,0,-6.962,1,0.034,0.273,0,0.55,0.554,145.629,373787,3,bollywood
0.531,0.608,10,-4.614,1,0.0315,0.222,0,0.217,0.595,77.558,231960,4,dance
0.689,0.775,8,-5.707,1,0.0705,0.337,0,0.0735,0.668,83.167,232995,4,dance
0.22,0.108,0,-25.335,1,0.0542,0.967,0,0.135,0.186,80.968,150707,4,classical
0.631,0.457,11,-10.663,1,0.18,0.284,0.000727,0.11,0.35,91.964,152000,4,hip-hop
0.315,0.766,1,-7.692,1,0.227,0.728,0,0.412,0.961,179.332,231449,3,bollywood
0.841,0.876,9,-6.041,1,0.0499,0.00516,0.015,0.132,0.722,123.99,282413,4,dance
0.688,0.619,4,-11.223,0,0.031,0.262,0.000252,0.227,0.736,93.968,309574,4,rock
0.774,0.75,11,-4.927,0,0.0413,0.0021,1.85E-05,0.0808,0.925,118.015,197987,4,rock
0.474,0.918,10,-1.244,0,0.0443,0.441,0.00742,0.163,0.96,152.854,427725,4,bollywood
0.727,0.524,7,-7.479,1,0.0831,0.00437,0.00272,0.0995,0.282,134.981,299667,4,dance
0.174,0.596,1,-14.732,0,0.0319,0.912,0.94,0.117,0.439,137.846,126050,1,classical
0.32,0.0636,11,-24.548,0,0.043,0.96,0.882,0.103,0.411,98.442,344600,4,classical
0.539,0.424,2,-10.279,0,0.0815,0.859,0.0195,0.132,0.864,138.54,187324,4,bollywood
0.712,0.726,0,-4.372,1,0.0374,0.00943,0.000755,0.105,0.349,125.015,231311,4,dance
0.668,0.972,5,-5.174,1,0.103,0.0212,0.00397,0.363,0.755,137.996,232580,4,bollywood
0.0992,0.104,9,-21.647,1,0.043,0.903,0.674,0.15,0.0378,82.933,910173,3,classical
0.647,0.57,9,-6.841,1,0.0293,0.757,0,0.675,0.709,107.91,250613,4,bollywood
0.505,0.923,2,-6.999,1,0.0492,0.123,0.204,0.127,0.629,95.29,225973,4,rock
0.333,0.232,6,-15.809,0,0.0402,0.987,0.597,0.0864,0.175,95.245,258333,4,classical
0.617,0.473,7,-7.346,0,0.0272,0.461,2.89E-05,0.181,0.442,129.877,283827,4,bollywood
0.376,0.81,8,-6.983,0,0.0601,0.103,0.0849,0.139,0.543,125.507,261878,5,hip-hop
0.678,0.545,0,-8.612,1,0.0262,0.0105,0.043,0.109,0.445,106.06,232478,4,rock
0.317,0.1,8,-25.112,1,0.036,0.959,0.114,0.212,0.183,133.9,327400,3,classical
0.434,0.517,8,-7.093,1,0.0987,0.604,1.56E-05,0.109,0.36,80.762,145800,4,hip-hop
0.366,0.552,1,-8.468,1,0.275,0.531,0.000798,0.167,0.522,148.726,244848,4,hip-hop
0.601,0.652,6,-6.117,0,0.0322,0.84,0,0.107,0.546,121.031,311587,4,bollywood
0.554,0.776,6,-4.289,1,0.0363,0.108,0,0.0996,0.692,90.158,314666,4,bollywood
0.69,0.398,0,-9.807,0,0.0538,0.972,0.485,0.14,0.767,98.139,192910,4,dance
0.308,0.206,11,-18.389,1,0.0435,0.948,0.908,0.311,0.202,88.594,163520,4,classical
0.682,0.433,6,-11.547,1,0.257,0.0971,0,0.0892,0.767,91.793,209933,4,hip-hop
0.38,0.944,7,-2.717,1,0.128,0.0002,0.268,0.328,0.278,170.024,272627,4,rock
0.824,0.48,1,-7.905,1,0.0581,0.00417,0,0.107,0.184,141.954,175875,4,hip-hop
0.735,0.773,4,-5.287,0,0.0474,0.0545,0,0.0605,0.701,124.978,241920,4,dance
0.747,0.735,1,-3.017,0,0.0656,0.0116,2.03E-05,0.543,0.415,127.987,259441,4,dance
0.672,0.928,0,-4.347,1,0.182,0.0608,0,0.366,0.753,92.566,146467,4,dance
0.568,0.618,7,-8.305,1,0.027,0.203,0.0108,0.0984,0.419,96.93,283893,4,rock
0.892,0.778,8,-3.542,1,0.264,0.0355,0,0.179,0.752,101.844,162220,4,dance
0.778,0.748,7,-7.34,0,0.0778,0.354,0,0.319,0.539,129.996,225842,4,bollywood
0.403,0.47,2,-6.892,1,0.0285,0.0982,0.115,0.104,0.0727,111.192,276775,4,rock
0.76,0.662,7,-5.867,1,0.33,0.183,0,0.259,0.542,89.925,236774,4,hip-hop
0.0595,0.0171,2,-28.213,1,0.0488,0.938,0.909,0.0783,0.0229,54.887,1826000,4,classical
0.65,0.516,5,-10.535,1,0.0491,0.543,0.000322,0.116,0.53,100.191,239013,4,rock
0.706,0.58,7,-7.493,0,0.0346,0.427,0.211,0.238,0.96,123.9,117111,4,rock
0.627,0.756,6,-4.165,1,0.0345,0.52,0,0.0902,0.821,94.016,321992,4,bollywood
0.758,0.842,1,-4.801,1,0.0778,0.475,0,0.297,0.951,103.069,116532,4,dance
0.768,0.666,1,-6.359,0,0.0288,0.0475,2.32E-05,0.134,0.752,110.009,180699,4,bollywood
0.839,0.679,2,-8.854,1,0.281,0.31,0,0.138,0.68,92.037,242977,4,hip-hop
0.377,0.779,7,-8.663,1,0.284,0.554,0,0.665,0.549,83.472,251920,4,hip-hop
0.595,0.981,5,-0.561,0,0.371,0.0412,0,0.142,0.872,140.174,195823,4,dance
0.471,0.688,6,-4.349,0,0.0526,0.162,0.00167,0.189,0.389,95.988,287709,4,bollywood
0.593,0.4,2,-9.363,1,0.0312,0.696,0.865,0.113,0.734,130.079,216227,4,dance
0.467,0.639,0,-5.658,0,0.116,0.182,0,0.0876,0.624,63.535,159230,3,dance
0.45,0.325,0,-9.752,1,0.044,0.837,0,0.144,0.502,75.746,108640,4,bollywood
0.345,0.964,9,-1.982,1,0.0742,0.00074,1.58E-06,0.294,0.699,88.863,207480,3,rock
0.603,0.545,1,-8.097,1,0.0498,0.0023,0,0.11,0.0791,113.791,274507,5,dance
0.474,0.247,8,-21.528,0,0.0364,0.973,0.0135,0.324,0.636,108.986,193720,3,classical
0.491,0.542,2,-10.333,0,0.0601,0.293,0,0.532,0.874,85.928,490717,4,bollywood
0.855,0.488,3,-4.601,1,0.208,0.506,0,0.347,0.619,124.097,174253,4,dance
0.746,0.839,9,-14.208,1,0.0714,0.0373,3.42E-05,0.33,0.726,115.554,372600,4,dance
0.758,0.715,4,-4.657,1,0.299,0.0969,0,0.352,0.938,90.025,207227,4,hip-hop
0.287,0.232,10,-17.981,1,0.0305,0.991,0.656,0.131,0.138,100.031,88120,4,classical
0.393,0.25,5,-8.749,1,0.0326,0.89,4.92E-06,0.231,0.38,82.288,61048,3,bollywood
0.504,0.0702,7,-24.588,1,0.0635,0.989,0.941,0.113,0.17,125.782,243691,4,classical
0.568,0.575,10,-7.769,0,0.029,0.126,0.0001,0.114,0.333,133.093,256547,4,rock
0.286,0.0911,5,-23.679,0,0.048,0.947,0.979,0.106,0.128,113.206,240720,3,classical
0.461,0.878,7,-4.634,1,0.0891,3.16E-05,0.000701,0.312,0.516,99.363,215947,4,rock
0.194,0.127,4,-22.047,0,0.041,0.989,0.365,0.105,0.0381,134.146,158720,3,classical
0.45,0.0115,9,-23.142,0,0.171,0.975,0.933,0.0832,0.321,101.506,98689,4,classical
0.466,0.229,9,-21.258,1,0.0747,0.924,0.889,0.144,0.127,80.838,57640,4,classical
0.362,0.863,11,-5.057,0,0.4,0.103,0,0.172,0.59,87.761,189623,4,hip-hop
0.629,0.423,2,-12.336,1,0.0609,0.619,0.00303,0.194,0.733,75.091,343249,4,rock
0.782,0.508,7,-10.333,0,0.0652,0.235,0,0.148,0.869,134.511,186749,4,dance
0.21,0.184,2,-21.338,1,0.0439,0.905,0.374,0.127,0.0743,62.743,1502467,4,classical
0.794,0.865,8,-5.333,1,0.215,0.149,1.38E-05,0.0468,0.779,126.658,313365,4,bollywood
0.676,0.645,1,-6.278,1,0.0543,0.162,1.34E-05,0.123,0.104,92.564,240265,4,hip-hop
0.317,0.543,7,-5.407,1,0.0298,0.738,0,0.367,0.966,80.961,125467,4,rock
0.175,0.809,0,-7.105,0,0.0499,4.95E-05,0.0186,0.111,0.291,92.231,261867,3,rock
0.342,0.339,4,-12.565,1,0.0371,0.748,3.08E-05,0.11,0.673,154.556,329507,3,bollywood
0.242,0.0577,8,-21.996,1,0.0481,0.961,0.000119,0.0912,0.0392,85.907,307240,4,classical
0.659,0.483,6,-11.854,0,0.0595,0.094,0,0.105,0.0901,125.401,102165,5,hip-hop
0.62,0.633,4,-12.241,0,0.0307,0.0811,0.957,0.17,0.405,103.93,133288,4,rock
0.674,0.65,9,-7.428,0,0.0344,0.096,1.22E-06,0.278,0.487,129.946,295846,4,bollywood
0.434,0.139,9,-16.99,0,0.0431,0.952,0,0.29,0.329,110.697,375375,3,classical
0.644,0.623,11,-13.862,0,0.059,0.39,0.0204,0.0617,0.676,126.542,306974,4,rock
0.703,0.804,9,-4.817,1,0.0432,0.0873,0.000984,0.0822,0.427,116.014,188093,4,rock
0.553,0.858,1,-4.647,1,0.317,0.0878,0,0.0734,0.783,131.682,190642,4,bollywood
0.723,0.866,3,-4.481,1,0.309,0.0247,1.55E-06,0.0847,0.611,128.008,333227,4,dance
0.687,0.905,9,-5.07,0,0.128,0.39,0,0.053,0.656,130.01,330136,4,bollywood
0.122,0.0152,11,-29.902,1,0.0432,0.933,0.132,0.118,0.0399,68.792,254747,4,classical
0.666,0.873,10,-5.591,0,0.137,0.2,0,0.0892,0.531,82.004,210875,4,dance
0.593,0.828,9,-8.207,0,0.148,0.96,0.35,0.296,0.818,100.916,206007,4,bollywood
0.566,0.857,7,-8.302,1,0.42,0.0052,1.96E-05,0.25,0.531,147.823,222667,4,hip-hop
0.408,0.0432,2,-27.258,1,0.0547,0.876,0.915,0.109,0.243,59.803,107413,5,classical
0.755,0.308,6,-15.192,1,0.0643,0.0826,7.82E-05,0.14,0.523,82.217,224597,4,dance
0.347,0.122,3,-23.506,1,0.0344,0.993,0.905,0.13,0.339,97.438,44227,4,classical
0.283,0.342,10,-11.61,1,0.0323,0.0422,0.000199,0.0801,0.17,148.362,254120,3,rock
0.51,0.528,3,-5.428,1,0.0255,0.672,0,0.152,0.39,94.998,870947,4,bollywood
0.223,0.217,3,-17.134,0,0.0555,0.878,5.28E-05,0.109,0.0905,76.633,324480,4,classical
0.397,0.0752,4,-29.879,0,0.0303,0.965,0.961,0.111,0.138,143.114,97440,4,classical
0.403,0.58,6,-7.191,0,0.08,0.0541,0,0.0725,0.488,127.9,206023,4,dance
0.37,0.884,5,-2.487,1,0.048,0.144,1.59E-06,0.241,0.218,128.99,223784,4,hip-hop
0.59,0.826,10,-9.689,0,0.0519,0.016,0.0434,0.094,0.613,121.002,291953,4,rock
0.739,0.811,8,-7.211,1,0.241,0.332,0,0.172,0.753,92.039,242651,4,hip-hop
0.912,0.677,0,-4.212,1,0.0713,0.193,0,0.0939,0.94,115.061,166615,4,bollywood
0.771,0.656,8,-8.225,1,0.279,0.217,2.43E-05,0.224,0.415,95.939,221360,4,dance
0.824,0.919,8,-4.294,0,0.0513,0.0619,0.0477,0.374,0.773,110.029,169483,4,hip-hop
0.72,0.672,7,-6.852,1,0.0551,0.009,0,0.232,0.705,124.986,204640,4,dance
0.778,0.358,9,-11.882,1,0.34,0.801,7.03E-06,0.121,0.877,79.144,193733,4,rock
0.601,0.791,1,-9.078,1,0.0738,0.421,3.75E-05,0.384,0.927,145.905,554255,4,bollywood
0.513,0.442,11,-9.016,0,0.084,0.746,0,0.357,0.205,82.568,256307,4,rock
0.843,0.708,1,-6.431,1,0.0934,0.00374,0,0.185,0.372,98.034,176404,4,hip-hop
0.81,0.981,7,-1.024,0,0.112,0.0856,4.77E-05,0.0482,0.964,141.979,280520,4,dance
0.382,0.113,7,-22.368,1,0.0444,0.86,0,0.0427,0.539,152.259,216387,3,classical
0.525,0.716,1,-8.347,1,0.245,0.562,0,0.204,0.44,85.337,263549,4,hip-hop
0.538,0.845,9,-4.638,1,0.182,0.0418,0,0.181,0.228,98.004,210333,4,dance
0.452,0.252,2,-16.436,1,0.0463,0.91,2.70E-05,0.23,0.415,75.67,178867,4,classical
0.836,0.379,1,-9.189,0,0.0616,0.556,0.000399,0.118,0.74,97.985,164082,4,dance
0.875,0.525,0,-9.879,1,0.0361,0.279,4.06E-06,0.296,0.876,113.426,159827,4,rock
0.636,0.899,7,-5.081,0,0.331,0.352,0,0.13,0.824,92.021,194821,4,hip-hop
0.386,0.709,6,-8.436,1,0.0348,0.011,0.371,0.0619,0.296,110.722,527711,5,dance
0.77,0.748,9,-7.668,1,0.187,0.271,0,0.106,0.823,98.02,168934,4,hip-hop
0.822,0.481,0,-12.432,1,0.24,0.0973,0,0.0777,0.857,83.196,207240,4,rock
0.761,0.921,9,-6.541,1,0.305,0.192,0,0.337,0.632,92.084,159119,4,hip-hop
0.442,0.07,2,-20.604,1,0.0319,0.926,0.407,0.0673,0.342,76.221,73500,4,classical
0.543,0.536,1,-8.941,1,0.0397,0.343,0,0.0637,0.538,101.153,1463189,4,bollywood
0.352,0.0395,4,-26.31,1,0.0447,0.995,0.926,0.0605,0.0399,89.592,316813,3,classical
0.832,0.721,4,-8.862,0,0.23,0.075,0,0.0753,0.664,117.032,243107,4,hip-hop
0.889,0.449,0,-7.63,1,0.293,0.0313,0,0.0581,0.911,137.941,121113,4,hip-hop
0.482,0.0906,8,-22.636,0,0.0548,0.99,6.64E-05,0.099,0.28,79.283,92307,1,classical
0.182,0.443,7,-13.591,1,0.0521,0.813,0.93,0.682,0.0876,106.868,583533,3,classical
0.376,0.174,1,-20.527,1,0.0888,0.905,0,0.156,0.236,135.987,286467,3,classical
0.374,0.382,4,-10.548,0,0.0304,0.167,0.715,0.0931,0.224,105.627,325840,4,rock
0.634,0.603,1,-9.38,1,0.288,0.321,0,0.0841,0.532,80.017,182999,4,hip-hop
0.594,0.667,0,-8.984,1,0.0377,0.0183,2.91E-06,0.195,0.805,159.749,176661,4,dance
0.51,0.553,1,-10.48,1,0.0379,0.524,0.0844,0.385,0.782,184.433,23171,4,hip-hop
0.505,0.779,9,-7.822,1,0.0508,0.0154,3.82E-05,0.293,0.716,130.155,142942,4,rock
0.38,0.889,0,-5.216,0,0.141,0.00956,1.64E-06,0.268,0.366,126.383,190133,4,rock
0.438,0.0713,7,-29.369,0,0.0309,0.989,0.917,0.0748,0.134,96.393,150250,1,classical
0.788,0.495,1,-8.058,1,0.219,0.375,0,0.217,0.715,87.504,225342,4,dance
0.442,0.284,7,-15.358,1,0.0339,0.985,0.226,0.0745,0.459,101.835,248568,4,classical
0.667,0.729,0,-9.885,0,0.0359,0.0678,0.204,0.121,0.393,130.001,223190,4,bollywood
0.538,0.952,6,-5.996,0,0.0555,0.000317,0.0369,0.365,0.874,112.974,241000,4,rock
0.602,0.946,1,-5.596,1,0.379,0.00262,0.000651,0.726,0.463,89.997,219324,4,hip-hop
0.695,0.636,1,-5.202,0,0.131,0.0251,0,0.0196,0.764,81.99,265655,4,dance
0.458,0.498,2,-5.562,0,0.0335,0.691,0.000857,0.155,0.699,162.784,200227,3,dance
0.288,0.132,0,-16.548,1,0.0417,0.962,0.69,0.347,0.135,101.466,921533,4,classical
0.915,0.79,6,-3.186,0,0.207,0.16,0,0.112,0.967,140.093,275907,4,dance
0.589,0.855,2,-3.511,1,0.0482,0.191,0,0.395,0.342,119.88,241347,4,rock
0.582,0.958,11,-4.39,0,0.0466,0.014,0,0.252,0.802,145.04,197722,4,dance
0.593,0.839,11,-5.883,0,0.0601,2.64E-05,0.00205,0.106,0.632,130.051,276933,4,dance
0.592,0.722,5,-7.735,0,0.447,0.429,0,0.121,0.558,143.628,202603,4,hip-hop
0.41,0.179,2,-16.092,0,0.0783,0.98,0.0109,0.119,0.273,70.992,41333,4,classical
0.687,0.836,0,-4.048,0,0.048,0.0304,0.444,0.178,0.213,125.937,289094,4,dance
0.44,0.25,7,-11.752,0,0.0354,0.835,0.87,0.108,0.662,132.436,178368,4,dance
0.654,0.798,0,-4.084,1,0.045,0.188,0,0.15,0.576,92.209,211760,4,dance
0.803,0.719,0,-4.485,1,0.392,0.344,0,0.425,0.549,129.945,238425,4,hip-hop
0.62,0.844,7,-4.122,1,0.032,0.926,0.0568,0.346,0.851,104.563,204027,3,rock
0.61,0.671,0,-7.481,0,0.0437,0.709,2.16E-05,0.0941,0.591,92.509,278627,4,rock
0.552,0.909,0,-6.424,1,0.143,0.000696,0,0.0505,0.359,192.083,227199,4,dance
0.3,0.016,6,-19.848,0,0.0374,0.992,0.922,0.0822,0.0535,109.134,258200,4,classical
0.181,0.0046,9,-39.522,1,0.0415,0.994,0.915,0.0573,0.105,70.69,276867,3,classical
0.293,0.328,8,-14.921,1,0.0334,0.841,0.87,0.112,0.108,133.37,167280,5,rock
0.346,0.495,5,-13.856,1,0.0482,0.976,0.877,0.119,0.357,159.369,83147,4,classical
0.882,0.5,1,-7.115,1,0.158,0.0145,0,0.123,0.548,115.302,170680,4,dance
0.401,0.903,4,-10.017,1,0.167,0.753,1.46E-05,0.442,0.654,93.09,579362,4,bollywood
0.692,0.403,4,-7.847,1,0.0268,0.552,0,0.235,0.359,107.995,298189,4,bollywood
0.706,0.786,0,-3.417,0,0.091,0.26,0,0.38,0.751,150.028,199387,4,dance
0.476,0.473,4,-13.817,1,0.044,0.0172,0.000156,0.0782,0.193,82.723,359240,4,rock
0.563,0.86,5,-5.493,0,0.0855,0.213,3.58E-05,0.153,0.49,159.969,180336,4,hip-hop
0.706,0.685,5,-6.755,0,0.0563,0.0694,0,0.296,0.879,144.992,204168,4,dance
0.476,0.705,1,-7.78,1,0.0345,0.31,0.0125,0.0672,0.231,114.968,325565,4,rock
0.232,0.182,0,-14.457,1,0.0375,0.971,0.831,0.0817,0.0817,111.691,572000,4,classical
0.701,0.863,9,-4.951,0,0.0715,0.0221,0,0.0339,0.621,130.048,214380,4,rock
0.73,0.941,1,-6.211,1,0.14,0.024,0.527,0.123,0.0741,128.171,120000,4,dance
0.484,0.748,1,-7.389,1,0.0376,0.0393,4.29E-05,0.0512,0.85,117.902,466210,4,bollywood
0.316,0.363,8,-12.764,0,0.113,0.934,3.48E-06,0.576,0.275,179.505,146107,4,classical
0.547,0.598,7,-5.505,1,0.0339,0.357,0,0.0938,0.267,136.121,213577,5,hip-hop
0.78,0.751,10,-3.751,0,0.345,0.437,0,0.0955,0.936,133.357,196834,5,dance
0.439,0.108,0,-26.164,1,0.037,0.992,0.878,0.103,0.611,109.973,207280,3,classical
0.196,0.0983,4,-17.733,1,0.037,0.931,0.925,0.128,0.0664,140.332,303187,4,classical
0.586,0.738,7,-5.938,1,0.0391,0.0101,4.09E-06,0.259,0.345,93.02,232148,4,bollywood
0.688,0.511,0,-7.653,1,0.0577,0.00919,2.27E-06,0.153,0.884,128.156,170827,4,rock
0.611,0.45,0,-8.884,1,0.0244,0.0191,0.0344,0.147,0.552,74.027,236093,4,rock
0.462,0.187,8,-21.055,1,0.0464,0.987,0.54,0.071,0.364,119.35,623107,4,classical
0.44,0.185,1,-14.838,1,0.0385,0.939,5.58E-06,0.108,0.274,109.01,203973,4,dance
0.523,0.128,7,-21.377,1,0.0825,0.984,0.857,0.14,0.157,114.556,430540,4,classical
0.76,0.637,1,-6.488,1,0.295,0.565,0,0.188,0.72,129.099,198635,4,hip-hop
0.309,0.129,9,-20.289,1,0.0391,0.991,0.956,0.111,0.351,130.141,497627,4,classical
0.54,0.97,9,-2.245,1,0.0833,0.00129,0.000275,0.0426,0.444,174.996,267429,4,dance
0.657,0.668,6,-10.027,0,0.0288,0.0949,0,0.362,0.679,129.645,326760,4,bollywood
0.648,0.832,0,-6.988,1,0.268,0.0495,2.71E-06,0.126,0.0754,82.15,286680,4,hip-hop
0.748,0.889,0,-5.146,1,0.122,0.128,7.00E-06,0.049,0.813,97.052,254200,4,bollywood
0.62,0.545,1,-14.855,1,0.0752,0.00988,0.00143,0.298,0.797,162.085,312280,4,hip-hop
0.475,0.911,1,-2.316,1,0.0658,0.00453,0.00301,0.0743,0.491,118.329,222520,4,rock
0.182,0.0741,3,-29.04,1,0.0489,0.869,0.00636,0.164,0.0384,90.276,255600,3,classical
0.679,0.786,5,-6.254,0,0.238,0.00633,0,0.1,0.663,159.999,267000,4,hip-hop
0.522,0.934,1,-5.654,1,0.0609,0.000398,0.823,0.206,0.665,139.974,177429,4,rock
0.407,0.113,9,-18.527,1,0.0398,0.966,0.384,0.305,0.414,98.886,217947,4,classical
0.542,0.605,3,-7.253,0,0.0304,0.000469,0.0045,0.136,0.22,121.996,223533,4,rock
0.248,0.145,10,-21.945,1,0.0398,0.975,0.917,0.0823,0.0743,65.789,269080,4,classical
0.335,0.656,7,-7.088,1,0.0338,0.22,0.162,0.35,0.392,99.026,249173,4,rock
0.576,0.545,2,-5.554,0,0.0299,0.215,0,0.29,0.501,129.85,325418,4,bollywood
0.729,0.72,11,-6.624,0,0.152,0.0141,0,0.473,0.825,152.053,163816,3,bollywood
0.6,0.691,2,-10.738,1,0.0482,0.0176,0.000386,0.423,0.322,133.967,217973,4,rock
0.602,0.702,10,-4.689,0,0.0422,0.459,1.33E-06,0.126,0.211,94.997,300420,4,bollywood
0.879,0.547,2,-5.325,1,0.301,0.205,0,0.226,0.389,140.058,188380,4,hip-hop
0.371,0.871,0,-5.625,0,0.514,0.117,0.00137,0.492,0.496,136.841,200395,4,hip-hop
0.43,0.228,7,-11.505,1,0.0323,0.926,0.00277,0.0978,0.272,128.475,347125,3,bollywood
0.872,0.734,11,-8.061,0,0.0954,0.11,1.83E-05,0.0416,0.871,110.025,323880,4,bollywood
0.661,0.777,6,-6.036,1,0.0989,0.145,0,0.125,0.776,81.996,313310,4,bollywood
0.602,0.479,1,-10.361,0,0.0399,0.735,0,0.0958,0.722,80.046,425232,4,bollywood
0.439,0.0769,10,-26.803,1,0.0923,0.99,0.93,0.0967,0.16,78.694,38734,4,classical
