danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
0.821,0.656,4,-6.981,0,0.0438,0.663,0.000123,0.375,0.679,98.003,266579,4,bollywood
0.677,0.72,11,-4.44,1,0.199,0.516,0,0.502,0.521,94.944,171504,4,hip-hop
0.4,0.181,7,-21.695,1,0.0379,0.778,0.192,0.207,0.486,118.745,187293,4,classical
0.587,0.654,6,-3.542,1,0.0454,0.86,0.918,0.099,0.71,107.663,393375,4,classical
0.689,0.752,8,-7.491,0,0.288,0.277,0,0.101,0.481,99.076,210120,4,hip-hop
0.602,0.685,4,-8.71,0,0.0377,0.00479,1.24E-06,0.17,0.0634,140.066,233960,4,hip-hop
0.35,0.319,0,-8.516,1,0.0321,0.518,0.654,0.114,0.315,115.565,200867,4,classical
0.248,0.0531,0,-23.783,1,0.078,0.977,2.45E-06,0.838,0.0711,74.824,234920,4,classical
0.183,0.167,11,-19.422,1,0.0422,0.986,0.941,0.0999,0.0383,88.405,154602,4,classical
0.551,0.815,9,-7.714,1,0.0875,0.255,3.89E-06,0.102,0.899,154.137,185157,3,bollywood
0.487,0.757,9,-4.783,0,0.0392,0.739,0.11,0.178,0.541,129.151,271207,4,bollywood
0.809,0.446,1,-15.448,1,0.351,0.366,0,0.321,0.446,130.016,162818,4,hip-hop
0.813,0.43,1,-9.581,1,0.0374,0.522,0,0.0632,0.855,119.937,1332271,4,bollywood
0.374,0.0401,8,-24.165,1,0.0394,0.988,0.00328,0.134,0.059,98.839,143587,4,classical
0.737,0.964,1,-2.756,0,0.055,0.0446,0.00424,0.364,0.663,127.983,192706,4,dance
0.668,0.902,6,-8.431,1,0.0483,5.08E-05,0.804,0.294,0.38,124.001,425806,4,hip-hop
0.296,0.42,9,-15.411,0,0.0325,0.955,0.902,0.187,0.831,126.249,109524,1,classical
0.74,0.526,1,-12.555,1,0.0459,0.0371,0.51,0.164,0.0677,99.999,367720,4,dance
0.533,0.659,0,-8.075,0,0.0541,0.484,0,0.682,0.753,100.311,298150,4,bollywood
0.56,0.217,5,-12.926,1,0.0286,0.829,0.000936,0.116,0.216,74.932,317467,3,bollywood
0.558,0.546,2,-12.237,1,0.406,0.869,0.000209,0.449,0.7,133.389,570507,4,rock
0.666,0.372,7,-12.003,1,0.0382,0.829,2.28E-05,0.0897,0.664,161,204950,4,rock
0.382,0.231,11,-11.789,0,0.0313,0.763,0.00107,0.152,0.108,119.781,172533,3,rock
0.216,0.884,2,-5.058,1,0.0498,0.0427,0.00652,0.0757,0.507,85,305626,4,rock
0.695,0.79,8,-2.89,0,0.0333,0.712,9.69E-06,0.0765,0.785,121.935,284773,4,bollywood
0.827,0.686,6,-5.292,0,0.188,0.000421,0,0.357,0.275,129.956,273079,4,hip-hop
0.531,0.73,7,-6.699,1,0.0397,0.706,0.000322,0.15,0.97,185.297,144493,4,rock
0.643,0.431,6,-10.451,1,0.0618,0.203,0,0.0986,0.557,110.034,234413,4,bollywood
0.63,0.828,1,-8.912,1,0.0473,0.0569,0.277,0.413,0.227,125.987,443987,4,dance
0.421,0.171,1,-19.813,1,0.111,0.965,0.0264,0.123,0.163,141.757,88000,3,classical
0.141,0.0242,2,-31.411,1,0.0422,0.909,0.506,0.107,0.0508,81.037,807933,4,classical
0.489,0.856,6,-4.557,1,0.0436,0.000186,0.044,0.262,0.544,97.082,234827,4,rock
0.312,0.0192,6,-21.531,0,0.0447,0.988,0.0213,0.132,0.614,66.908,43640,4,classical
0.611,0.301,0,-6.406,1,0.0294,0.932,0,0.128,0.18,115.98,317676,5,bollywood
0.227,0.835,8,-5.152,1,0.0428,0.000992,0.452,0.087,0.157,139.024,445307,4,rock
0.132,0.129,8,-19.893,1,0.04,0.869,0.779,0.0784,0.0593,96.462,501506,4,classical
0.834,0.907,5,-2.741,0,0.205,0.241,3.76E-05,0.391,0.737,105.015,242132,4,bollywood
0.471,0.00791,11,-33.056,1,0.0534,0.996,0.945,0.0737,0.156,88.226,268632,4,classical
0.681,0.705,7,-8.127,0,0.0488,0.0214,0.00118,0.363,0.431,123.058,210732,4,dance
0.475,0.651,2,-9.505,1,0.0398,0.378,2.70E-06,0.172,0.652,82.407,313573,4,rock
0.492,0.913,2,-7.104,1,0.35,0.12,0,0.649,0.525,111.195,398107,4,hip-hop
0.506,0.409,4,-12.509,0,0.0801,0.178,0.0486,0.339,0.174,121.525,477560,4,dance
0.557,0.511,1,-9.297,0,0.0544,0.525,5.78E-05,0.137,0.543,178.11,303173,3,bollywood
0.235,0.648,2,-7.4,0,0.0438,1.16E-05,0.805,0.389,0.289,117.973,582000,3,rock
0.283,0.381,11,-14.401,1,0.0335,0.703,0.00475,0.0894,0.142,125.409,256267,4,classical
0.4,0.691,3,-5.772,1,0.0649,0.562,0,0.394,0.572,80.954,238587,4,bollywood
0.887,0.53,9,-8.541,1,0.0621,0.251,1.01E-06,0.11,0.868,123.944,257531,1,bollywood
0.676,0.474,5,-9.088,1,0.0273,0.408,0,0.109,0.566,108.013,476678,4,bollywood
0.564,0.711,7,-6.212,1,0.0567,0.0659,0,0.105,0.265,133.89,329429,4,bollywood
0.627,0.863,3,-4.283,1,0.0297,0.219,0.00982,0.783,0.544,130.824,211307,4,rock
0.739,0.698,0,-6.559,1,0.0385,0.00347,0.0365,0.226,0.963,127.986,201336,4,rock
0.494,0.589,2,-7.249,1,0.046,0.977,0.00522,0.164,0.839,119.16,205402,4,bollywood
0.812,0.947,9,-5.283,1,0.0462,0.0415,0.933,0.058,0.925,109.984,255955,4,dance
0.152,0.0769,2,-23.723,1,0.042,0.967,0.0289,0.163,0.0347,61.692,247293,4,classical
0.103,0.194,0,-15.681,1,0.0362,0.99,0.00827,0.105,0.038,158.245,488760,3,classical
0.741,0.76,0,-8.664,1,0.0859,0.169,0.00148,0.0987,0.473,106.748,197186,4,hip-hop
0.285,0.0811,6,-12.81,1,0.0397,0.991,3.87E-05,0.081,0.259,165.991,243493,4,bollywood
0.571,0.576,9,-8.411,1,0.036,0.311,0.000673,0.08,0.133,105.942,287800,4,bollywood
0.651,0.431,5,-9.291,1,0.0295,0.645,2.69E-06,0.118,0.519,115.99,246724,1,bollywood
0.647,0.516,4,-12.294,0,0.416,0.212,1.28E-05,0.0997,0.387,171.883,271320,4,hip-hop
0.53,0.867,10,-5.545,0,0.0504,0.712,2.62E-06,0.107,0.777,129.241,337533,4,bollywood
0.334,0.339,5,-17.648,0,0.313,0.788,0.011,0.257,0.206,76.996,695704,3,bollywood
0.457,0.847,1,-3.939,0,0.0548,0.235,0,0.335,0.745,115.606,486518,4,bollywood
0.405,0.125,2,-22.193,0,0.0378,0.995,0.906,0.125,0.166,133.641,268979,4,classical
0.762,0.914,7,-3.82,1,0.121,0.000949,0.051,0.121,0.844,123.977,255575,4,dance
0.458,0.768,7,-9.387,0,0.32,0.0622,0,0.553,0.708,130.352,33422,5,dance
0.591,0.592,8,-12.313,1,0.446,0.264,0,0.412,0.818,89.485,144787,4,hip-hop
0.652,0.854,7,-9.004,1,0.0821,0.00112,3.56E-06,0.0611,0.875,110.016,209999,4,rock
0.241,0.13,3,-19.68,1,0.0415,0.97,0.118,0.703,0.179,98.42,207427,4,classical
0.487,0.728,7,-6.513,1,0.341,0.341,0,0.129,0.677,177.032,203448,4,hip-hop
0.459,0.601,10,-9.597,0,0.0716,0.366,0.00337,0.104,0.237,170.066,254068,4,bollywood
0.734,0.738,1,-6.693,1,0.432,0.137,3.30E-06,0.225,0.847,159.999,222000,4,hip-hop
0.83,0.789,8,-7.044,1,0.0431,0.0307,0,0.0752,0.893,130.015,232627,4,bollywood
0.64,0.55,4,-13.283,1,0.0527,0.98,0.571,0.519,0.968,105.892,146054,4,bollywood
0.614,0.795,11,-4.002,0,0.0488,0.36,0,0.128,0.49,160.045,159500,4,hip-hop
0.4,0.376,9,-15.982,1,0.0574,0.909,0.858,0.119,0.352,80.875,355373,4,classical
0.509,0.662,7,-4.17,1,0.0369,0.345,0,0.0928,0.186,119.942,585693,1,bollywood
0.831,0.634,11,-5.858,0,0.0642,0.106,0,0.115,0.321,128.045,229760,4,dance
0.385,0.908,6,-4.854,0,0.126,0.164,0,0.384,0.669,90.48,336213,4,bollywood
0.62,0.887,4,-6.567,0,0.159,0.238,0,0.148,0.378,76.994,185004,4,hip-hop
0.634,0.85,11,-6.036,0,0.0446,0.0149,0.000606,0.102,0.302,124.953,133573,4,dance
0.325,0.00386,10,-33.466,0,0.0364,0.994,0.89,0.0786,0.1,74.714,93591,4,classical
0.51,0.806,2,-3.987,1,0.0364,0.00278,1.51E-05,0.307,0.363,150.01,220063,4,rock
0.36,0.939,2,-3.843,1,0.204,0.442,0,0.159,0.757,105.816,318385,4,bollywood
0.342,0.0544,9,-21.111,1,0.0408,0.988,0.837,0.1,0.446,172.945,66000,4,classical
0.206,0.0146,10,-24.513,0,0.0375,0.952,0.929,0.511,0.0904,61.858,189135,4,classical
0.38,0.625,7,-9.464,1,0.0405,0.603,0.00153,0.155,0.422,138.325,247880,4,rock
0.506,0.744,2,-6.814,1,0.0296,0.0955,0.372,0.335,0.795,109.974,359109,4,rock
0.407,0.899,1,-7.013,1,0.0753,0.000121,0.689,0.308,0.182,138.242,217400,4,dance
0.424,0.799,10,-2.905,0,0.208,0.411,0,0.137,0.701,159.672,216000,4,dance
0.815,0.51,0,-6.517,1,0.0728,0.487,0,0.0902,0.962,126.172,103915,4,bollywood
0.564,0.802,11,-5.656,1,0.219,0.0183,0,0.363,0.554,96.664,150827,4,hip-hop
0.749,0.461,10,-12.022,0,0.0509,0.794,0.0183,0.109,0.633,108.559,242675,4,bollywood
0.44,0.876,5,-3.562,1,0.0522,5.67E-05,0,0.0891,0.653,141.859,259293,4,rock
0.683,0.94,6,-5.707,0,0.0479,0.0195,0.0701,0.227,0.132,128.014,309837,4,dance
0.678,0.835,10,-4.986,0,0.302,0.205,0,0.275,0.576,94.626,122462,4,hip-hop
0.615,0.467,10,-8.843,1,0.0551,0.738,1.36E-05,0.122,0.811,84.94,298587,4,bollywood
0.341,0.399,8,-13.36,1,0.0345,0.219,0.877,0.109,0.124,158.968,108295,4,hip-hop
0.404,0.0505,5,-22.022,0,0.0491,0.99,0.00151,0.0694,0.0423,109.978,317013,4,classical
0.247,0.141,5,-20.427,1,0.0437,0.981,0.651,0.121,0.288,90.389,565603,4,classical
0.411,0.9,5,-3.555,1,0.0704,0.0135,0.0271,0.0321,0.395,132.035,258201,4,dance
0.422,0.445,10,-12.05,0,0.0741,0.991,0.851,0.273,0.88,96.747,198320,4,bollywood
0.785,0.616,0,-7.837,1,0.031,0.296,0.000422,0.147,0.448,120.078,201240,4,rock
0.166,0.0286,4,-24.607,1,0.0431,0.975,0.941,0.13,0.0368,110.35,228707,4,classical
0.579,0.48,0,-10.905,1,0.0759,0.0845,0,0.0927,0.337,157.376,285518,3,bollywood
0.431,0.791,2,-9.557,1,0.0625,0.00796,0.000292,0.875,0.678,104.499,248893,4,rock
0.571,0.836,0,-5.556,1,0.0371,0.194,4.09E-06,0.182,0.73,141.612,272733,4,rock
0.554,0.855,1,-3.373,1,0.349,0.232,0,0.324,0.767,79.517,163707,4,hip-hop
0.538,0.819,5,-5.584,1,0.362,0.0857,0,0.149,0.804,172.347,185760,4,dance
0.878,0.467,6,-4.73,0,0.504,0.0327,0,0.0716,0.701,88.833,118727,4,hip-hop
0.485,0.434,8,-12.505,1,0.0379,0.862,0.915,0.0875,0.651,125.221,613507,3,classical
0.749,0.852,5,-6.783,1,0.0332,0.0313,0,0.0749,0.969,124.977,197198,4,dance
0.706,0.919,8,-5.21,1,0.174,0.223,0,0.319,0.701,101.94,304307,4,bollywood
0.517,0.549,10,-7.107,1,0.0332,0.776,2.68E-06,0.124,0.342,149.887,260180,4,bollywood
0.633,0.266,5,-13.339,1,0.0878,0.952,0,0.0894,0.542,100.583,97307,4,rock
0.361,0.267,7,-16.281,1,0.0521,0.986,0.0383,0.108,0.154,132.201,334333,4,classical
0.326,0.163,1,-19.938,1,0.0325,0.974,0.948,0.153,0.198,98.903,548533,4,classical
0.725,0.644,9,-9.279,0,0.0713,0.15,0.000986,0.27,0.603,137.984,201304,4,hip-hop
0.833,0.754,2,-7.555,1,0.0513,0.0166,0,0.246,0.65,108.001,230547,4,bollywood
0.532,0.872,6,-6.758,1,0.384,0.0183,0,0.343,0.579,80.949,151881,4,hip-hop
0.544,0.225,4,-19.817,0,0.0428,0.991,0.824,0.0717,0.669,139.894,117333,4,classical
0.578,0.403,8,-9.284,0,0.0447,0.953,0.652,0.347,0.892,154.124,260467,3,bollywood
0.603,0.846,9,-4.819,0,0.0405,0.0222,1.59E-05,0.138,0.368,129.622,196293,4,dance
0.749,0.82,10,-5.755,0,0.034,0.00157,1.22E-06,0.279,0.721,109.558,180120,4,dance
0.603,0.446,9,-7.956,1,0.0253,0.653,0,0.318,0.378,109.132,217720,4,rock
0.496,0.744,9,-8.141,0,0.415,0.0315,0,0.063,0.871,179.173,207531,5,hip-hop
0.505,0.384,2,-10.48,1,0.0265,0.427,0.000618,0.0938,0.174,98.061,273438,4,rock
0.682,0.808,7,-7.745,0,0.0489,0.127,0,0.0762,0.314,100.992,211160,4,dance
0.577,0.411,7,-8.613,0,0.0778,0.238,0,0.116,0.192,113.967,225398,4,hip-hop
0.365,0.343,0,-13.723,1,0.052,0.00625,0.0832,0.732,0.489,171.727,216240,4,rock
0.271,0.0116,2,-31.367,1,0.0481,0.952,0.000269,0.539,0.04,73.56,233157,3,classical
0.658,0.176,5,-14.048,1,0.356,0.911,0,0.269,0.88,97.728,71000,4,rock
0.698,0.736,2,-6.177,1,0.329,0.0447,0,0.35,0.318,95.914,176093,4,hip-hop
0.642,0.759,5,-7.678,1,0.0352,0.197,0,0.244,0.875,80.028,482386,4,bollywood
0.543,0.747,0,-7.844,1,0.436,0.0623,0,0.133,0.132,169.872,172235,4,hip-hop
0.552,0.728,7,-6.046,1,0.0334,0.158,7.35E-06,0.472,0.215,101.087,224026,4,rock
0.322,0.274,9,-10.162,1,0.0425,0.951,0.854,0.291,0.125,102.246,684000,4,classical
0.432,0.852,2,-3.586,1,0.0859,0.0153,0,0.0558,0.441,126.136,319360,4,rock
0.804,0.482,8,-8.413,0,0.463,0.609,0,0.16,0.852,87.331,215853,4,hip-hop
0.395,0.148,3,-14.096,1,0.0437,0.979,0.871,0.101,0.149,135.049,424120,4,classical
0.308,0.778,4,-6.836,0,0.0582,0.0216,0.00124,0.0854,0.526,92.003,444627,4,bollywood
0.582,0.362,0,-8.496,1,0.0289,0.0274,0.275,0.15,0.0431,117.023,372600,4,rock
0.704,0.662,11,-9.8,0,0.3,0.125,0,0.0793,0.321,90.284,170549,4,hip-hop
0.726,0.889,9,-3.024,1,0.42,0.0536,0,0.0668,0.869,117.281,192235,5,dance
0.711,0.468,6,-8.923,1,0.267,0.784,0,0.0698,0.425,91.737,205212,4,dance
0.799,0.996,11,-7.846,0,0.0527,0.00564,0.763,0.121,0.763,130.017,157238,4,dance
0.666,0.709,6,-4.636,0,0.236,0.578,3.75E-06,0.108,0.572,87.83,339920,4,hip-hop
0.406,0.684,8,-5.124,1,0.0379,0.884,0.00244,0.133,0.462,102.042,268707,4,bollywood
0.291,0.155,2,-16.91,0,0.0372,0.98,0.000773,0.0821,0.0527,70.288,417893,3,classical
0.818,0.65,1,-6.629,1,0.147,0.0141,4.40E-06,0.189,0.604,149.939,163317,4,hip-hop
0.76,0.555,7,-10.165,1,0.0465,0.409,0.213,0.0822,0.52,98.066,223028,4,bollywood
0.225,0.00333,10,-28.339,1,0.0399,0.993,0.747,0.084,0.0865,107.266,145613,3,classical
0.448,0.427,2,-9.243,1,0.0329,0.985,0.617,0.678,0.108,120.229,292003,4,rock
0.605,0.616,11,-13.698,0,0.0544,0.00193,0.927,0.113,0.211,169.342,365660,4,dance
0.512,0.447,9,-6.923,0,0.0274,0.164,0.274,0.18,0.129,112.46,329622,3,rock
0.473,0.941,9,-5.431,1,0.062,0.342,8.92E-05,0.275,0.303,180.195,246700,4,hip-hop
0.282,0.0438,5,-22.746,1,0.0335,0.836,0.606,0.101,0.141,108.846,742017,4,classical
0.453,0.591,7,-12.979,1,0.0315,0.000492,0.00113,0.0739,0.205,132.927,241687,4,rock
0.767,0.493,7,-9.931,1,0.0535,0.0333,0.393,0.105,0.381,100.031,146889,4,hip-hop
0.117,0.911,8,-5.558,0,0.0614,0.0119,0.0311,0.955,0.0505,77.934,274880,4,rock
0.428,0.599,5,-7.725,1,0.238,0.0543,0,0.113,0.535,75.237,304901,4,hip-hop
0.458,0.747,11,-9.444,0,0.0317,0.0349,0,0.172,0.513,166.09,368320,4,rock
0.0944,0.0174,11,-27.155,1,0.0435,0.974,0.612,0.112,0.0354,81.415,356947,4,classical
0.0988,0.261,9,-19.128,0,0.0496,0.995,0.32,0.101,0.0375,66.997,289067,3,classical
0.63,0.876,10,-3.52,0,0.0458,0.169,0,0.0914,0.738,128.003,243994,4,rock
0.859,0.74,6,-3.489,0,0.0922,0.00646,0,0.0877,0.693,119.984,218070,4,hip-hop
0.573,0.792,11,-5.864,0,0.19,0.169,0,0.276,0.59,90.026,209173,4,hip-hop
0.433,0.588,2,-11.213,0,0.0462,0.748,7.11E-05,0.0739,0.234,159.846,232619,4,bollywood
0.462,0.336,0,-11.523,1,0.0525,0.98,0,0.256,0.582,124.179,203040,4,bollywood
0.355,0.104,0,-20.235,1,0.0387,0.967,0.0928,0.0671,0.201,140.194,609600,4,classical
0.559,0.846,2,-6.434,1,0.0568,0.022,5.91E-06,0.323,0.389,96.064,221347,4,rock
0.345,0.065,5,-24.267,1,0.0431,0.99,0.87,0.0563,0.0444,131.719,441787,3,classical
0.635,0.619,2,-4.521,1,0.107,0.207,0,0.0859,0.888,86.715,133220,4,hip-hop
0.75,0.744,8,-5.63,1,0.0409,0.00221,6.86E-05,0.0459,0.618,124.996,222720,4,dance
0.834,0.631,1,-7.299,1,0.043,0.144,8.98E-06,0.0587,0.813,98.235,187600,4,rock
0.715,0.768,2,-8.106,1,0.0577,0.0109,0.000366,0.0892,0.813,104.917,205400,4,hip-hop
0.541,0.615,0,-11.537,0,0.278,0.047,0,0.0855,0.403,139.981,316408,4,dance
0.688,0.554,0,-11.248,1,0.281,0.0339,0,0.0805,0.515,102.573,164680,5,hip-hop
0.806,0.814,10,-5.325,0,0.0367,0.00406,0.000121,0.336,0.466,112,266101,4,bollywood
0.212,0.0131,7,-28.561,1,0.0499,0.981,0.145,0.0747,0.0732,81.078,339187,4,classical
0.672,0.7,7,-4.51,1,0.0364,0.676,0,0.0924,0.548,98.048,198120,4,rock
0.558,0.246,4,-15.355,0,0.0802,0.914,0.858,0.26,0.635,96.993,186665,4,classical
0.228,0.0427,7,-21.926,1,0.0466,0.953,0.0141,0.204,0.0352,92.921,210640,4,classical
0.799,0.579,4,-5.144,0,0.0487,0.00381,0,0.367,0.363,142.987,203161,4,dance
0.476,0.695,9,-4.332,1,0.36,0.346,0,0.0678,0.337,190.49,184227,4,dance
0.841,0.509,10,-9.673,1,0.0783,0.00847,0.822,0.333,0.88,137.469,166893,4,rock
0.366,0.611,9,-5.171,1,0.0403,0.565,0,0.237,0.754,88.114,238840,4,rock
0.453,0.626,1,-6.284,1,0.341,0.0337,0,0.123,0.437,82.067,213240,4,hip-hop
0.676,0.786,1,-4.529,1,0.0478,0.197,0,0.0943,0.483,125.983,218359,4,dance
0.387,0.0567,2,-29.04,1,0.0379,0.987,0.899,0.0703,0.231,74.17,88253,4,classical
0.598,0.92,5,-6.781,0,0.0837,0.11,0.0144,0.135,0.329,195.081,177250,3,hip-hop
0.595,0.797,6,-6.502,1,0.0516,0.000346,0.76,0.0509,0.33,130.015,211733,4,rock
0.551,0.677,6,-5.637,1,0.0597,0.481,0,0.656,0.844,153.238,344173,3,bollywood
0.704,0.719,1,-7.531,1,0.0317,0.0343,0,0.167,0.658,129.899,273748,4,hip-hop
0.736,0.898,0,-4.914,0,0.0573,0.311,0,0.167,0.904,110.002,237245,4,bollywood
0.49,0.819,9,-4.239,1,0.0884,0.328,0,0.288,0.803,83.274,267513,4,bollywood
0.571,0.0824,0,-25.875,1,0.0422,0.944,0.955,0.0871,0.551,109.048,110253,4,classical
0.695,0.846,9,-2.352,1,0.116,0.0667,0.0714,0.377,0.391,128.027,203076,4,dance
0.672,0.767,1,-9.837,1,0.0429,0.022,0.129,0.162,0.804,151.012,224827,4,rock
0.474,0.683,9,-7.025,1,0.0285,0.503,0,0.278,0.735,78.397,183627,4,rock
0.723,0.778,10,-4.69,0,0.381,0.191,0,0.579,0.924,159.956,251000,4,hip-hop
0.723,0.666,7,-7.518,0,0.0354,0.0286,0.838,0.216,0.901,116.034,373845,4,dance
0.76,0.592,0,-7.658,1,0.0326,0.0375,0.000101,0.0987,0.696,107.018,293627,4,rock
0.148,0.0822,4,-17.562,0,0.0352,0.992,0.858,0.111,0.12,92.094,306227,4,classical
0.669,0.565,2,-7.18,1,0.409,0.259,0,0.17,0.226,130.773,159061,5,dance
0.582,0.831,2,-6.168,1,0.0312,0.0658,0,0.1,0.527,110.324,257293,4,rock
0.233,0.215,1,-10.625,1,0.033,0.948,0,0.165,0.351,77.478,187533,3,bollywood
0.296,0.0238,3,-30.465,1,0.0419,0.993,0.907,0.149,0.0771,135.015,148892,1,classical
0.523,0.908,2,-4.649,1,0.029,0.00146,0.473,0.0898,0.674,112.214,435997,4,dance
0.609,0.576,1,-9.992,1,0.45,0.119,0.0076,0.1,0.527,163.817,159147,4,hip-hop
0.773,0.765,2,-6.723,0,0.0512,0.327,0.000163,0.0881,0.839,99.981,268680,4,bollywood
0.654,0.363,5,-14.329,1,0.0632,0.183,0.565,0.148,0.298,113.344,201952,4,bollywood
0.498,0.693,9,-4.866,1,0.13,0.396,0,0.125,0.537,180.253,204667,4,bollywood
0.569,0.79,10,-7.301,0,0.417,0.303,0,0.079,0.681,132.507,220800,5,hip-hop
0.682,0.721,6,-6.349,0,0.0562,0.0885,0,0.147,0.23,94.033,229733,4,dance
0.637,0.582,6,-7.95,1,0.0302,0.377,0,0.136,0.523,130.094,206769,4,bollywood
0.315,0.0201,1,-25.225,1,0.0511,0.988,0.928,0.0844,0.0505,65.917,308747,3,classical
0.47,0.973,11,-8.069,0,0.0682,0.0001,0.911,0.349,0.0868,140.008,515716,4,dance
0.736,0.764,8,-6.736,0,0.0482,0.222,0.00154,0.192,0.404,112.033,306429,4,rock
0.756,0.27,1,-11.967,1,0.296,0.0675,0,0.259,0.722,62.508,217025,4,dance
0.584,0.433,6,-6.701,1,0.0382,0.729,0.000142,0.148,0.657,80.098,357127,3,bollywood
0.63,0.542,4,-11.155,1,0.0336,0.748,0.0681,0.178,0.324,114.933,176347,4,rock
0.657,0.856,11,-6.26,0,0.054,0.00147,0.000576,0.133,0.4,129.978,201231,4,dance
0.702,0.59,0,-7.436,1,0.252,0.306,0,0.118,0.664,82.954,219939,4,dance
0.41,0.501,2,-8.649,0,0.0545,0.43,1.12E-06,0.115,0.314,75.328,243480,4,rock
0.356,0.47,5,-8.929,1,0.0278,0.518,1.00E-05,0.0807,0.167,93.895,316500,4,bollywood
0.598,0.432,6,-8.845,1,0.0363,0.718,0,0.116,0.331,116.143,422147,3,bollywood
0.507,0.517,10,-13.829,1,0.085,0.594,0.362,0.189,0.313,159.944,228000,4,bollywood
0.295,0.139,5,-12.881,0,0.0375,0.921,0.867,0.139,0.0518,83.95,512697,3,classical
0.677,0.611,7,-7.122,1,0.269,0.868,8.19E-06,0.343,0.827,128.499,346427,4,bollywood
0.394,0.26,0,-12.04,1,0.0306,0.951,0.735,0.128,0.231,99.271,212733,3,dance
0.283,0.109,0,-18.397,1,0.0394,0.985,0.247,0.338,0.0881,138.488,281907,3,classical
0.717,0.785,7,-9.801,1,0.0282,0.372,0.489,0.127,0.549,130.038,287801,4,bollywood
0.66,0.398,7,-9.053,1,0.0311,0.701,5.78E-06,0.75,0.409,119.965,164855,4,rock
0.915,0.349,8,-16.657,0,0.437,0.541,1.46E-05,0.106,0.429,147.006,148571,4,hip-hop
0.361,0.733,1,-6.962,0,0.0635,0.00649,2.96E-05,0.326,0.391,127.837,267626,4,rock
0.547,0.485,9,-9.884,0,0.289,0.372,0.0286,0.151,0.531,118.018,158160,4,hip-hop
0.569,0.582,2,-9.709,0,0.0448,0.213,0.000425,0.105,0.497,112.897,268396,3,rock
0.682,0.687,0,-7.351,1,0.0362,0.35,0,0.0738,0.525,147.956,236757,4,bollywood
0.19,0.198,3,-18.54,0,0.0437,0.993,0.945,0.103,0.0527,77.998,64413,3,classical
0.802,0.802,11,-5.291,1,0.0534,0.00282,0.319,0.292,0.0639,129.991,500013,4,dance
0.786,0.546,9,-9.888,0,0.356,0.568,0,0.0931,0.564,92.013,170515,4,dance
0.556,0.511,5,-5.986,1,0.0296,0.734,1.03E-05,0.113,0.413,147.105,313678,3,bollywood
0.458,0.488,5,-9.294,0,0.0312,0.556,0,0.29,0.54,130.786,310043,4,bollywood
0.37,0.107,11,-20.967,0,0.0619,0.992,0.917,0.0948,0.265,71.8,200463,4,classical
0.179,0.0794,8,-22.691,1,0.0413,0.956,0.137,0.119,0.0397,98.583,527200,4,classical
0.655,0.888,1,-5.337,1,0.364,0.08,0,0.0913,0.779,142.967,236880,4,hip-hop
0.736,0.942,11,-5.891,0,0.0663,0.0227,0.192,0.708,0.592,125.932,295938,4,hip-hop
0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,170625,4,dance
0.257,0.103,7,-22.171,1,0.0386,0.955,0.949,0.101,0.0728,71.102,594600,4,classical
0.754,0.519,2,-7.684,1,0.105,0.00864,0,0.144,0.451,82.971,225640,4,dance
0.77,0.832,0,-11.05,0,0.0666,0.0388,2.53E-06,0.315,0.963,98.01,172627,4,hip-hop
0.887,0.757,1,-6.591,1,0.0697,0.281,0,0.118,0.85,121.954,229721,4,bollywood
0.458,0.746,11,-7.625,0,0.0929,0.572,0.147,0.551,0.431,80.316,274746,4,bollywood
0.907,0.621,0,-6.586,1,0.12,0.686,0.00121,0.109,0.138,132.045,213409,4,hip-hop
0.289,0.0569,10,-23.086,1,0.0532,0.991,7.53E-05,0.146,0.0373,95.133,183000,4,classical
0.75,0.647,11,-3.979,0,0.0372,0.0401,2.96E-05,0.327,0.649,104.981,221714,4,dance
0.662,0.834,10,-6.33,0,0.252,0.258,0,0.0865,0.72,74.906,256000,4,bollywood
0.539,0.867,0,-4.205,1,0.0328,0.000125,0.00069,0.108,0.603,125.048,192907,4,rock
0.643,0.847,7,-6.321,1,0.276,0.716,0,0.131,0.796,139.938,183902,4,hip-hop
0.844,0.69,7,-4.432,1,0.313,0.598,1.42E-06,0.428,0.696,95.001,131387,4,hip-hop
0.562,0.491,1,-5.979,1,0.85,0.399,0,0.565,0.679,74.175,365880,4,hip-hop
0.783,0.897,0,-6.417,1,0.0966,0.277,0.0208,0.0524,0.879,109.972,269133,4,dance
0.686,0.826,7,-4.646,1,0.149,0.029,5.20E-06,0.0991,0.42,99.928,201600,4,hip-hop
0.58,0.75,0,-7.795,1,0.283,0.458,0,0.573,0.323,88.172,352549,4,bollywood
0.418,0.486,10,-8.394,0,0.059,0.374,0.0266,0.309,0.16,117.663,307907,3,rock
0.435,0.146,3,-19.854,1,0.0424,0.975,0.64,0.0894,0.281,119.466,373427,3,classical
0.507,0.668,9,-3.367,0,0.118,0.122,2.49E-06,0.586,0.412,169.557,205292,4,bollywood
0.823,0.58,8,-7.264,1,0.464,0.189,0,0.253,0.817,95.976,222240,4,hip-hop
0.759,0.78,6,-5.292,0,0.266,0.0962,0,0.14,0.72,186.104,125858,4,hip-hop
